,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share
2020-12-31,-,0.3169,0.4638,-,43.3952,43.3952,-,31.3861,25.2313,0.0198,-,-,-,0.8494,0.8479,0.5494,0.5792,49.1284,0.8415,0.1687
2020-09-30,-,0.3116,0.4527,-,51.3977,51.3977,-,31.8326,27.5861,0.0194,-,-,-,0.9129,0.9113,0.5963,0.6273,49.3789,1.2818,0.8437
2020-06-30,-,0.2989,0.4264,-,48.3355,48.3355,-,39.6051,31.951,0.0229,-,-,-,1.2404,1.2381,0.8238,0.868,49.7423,0.8318,0.5798
2020-03-31,-,0.2989,0.4263,-,47.8468,47.8468,-,56.4357,50.0304,0.0178,-,-,-,1.4198,1.4171,0.9474,0.9936,49.7938,0.938,0.6462
2019-12-31,-,0.3135,0.4567,-,67.7517,67.7517,-,54.1792,46.6674,0.0206,-,-,-,1.6392,1.6349,1.0648,1.1223,41.2661,0.9426,0.3144
2019-09-30,-,0.3064,0.4418,-,50.0414,50.0414,-,53.5034,47.8294,0.0239,-,-,-,1.8982,1.8932,1.2447,1.3131,41.054,0.9835,0.517
2019-06-30,-,0.2985,0.4255,-,55.9301,55.9301,-,55.3484,48.5574,0.0204,-,-,-,1.598,1.5937,1.0614,1.118,40.8482,0.7747,0.8154
2019-03-31,-,0.2931,0.4146,-,48.7778,48.7778,-,50.162,44.9512,0.0201,-,-,-,1.4512,1.4474,0.9735,1.0232,40.9423,0.7563,0.6011
2018-12-31,-,0.3006,0.4298,-,74.1739,74.1738,-,87.8728,73.9164,0.021,-,-,-,2.6834,2.6762,1.7973,1.8717,40.9788,0.924,0.6011
2018-09-30,-,0.3063,0.4416,-,55.0354,55.0354,-,57.0718,50.7516,0.0178,-,-,-,1.4802,1.4762,0.9813,1.0241,40.4079,0.7372,0.0706
2018-06-30,-,0.3348,0.5034,-,45.3188,45.3188,-,61.0188,53.8587,0.0211,-,-,-,1.9563,1.9491,1.2371,1.2964,35.1142,0.7641,0.1673
2018-03-31,-,0.3349,0.5035,-,62.3101,62.3101,-,58.8925,52.7498,0.0234,-,-,-,2.0939,2.0862,1.321,1.3875,35.2427,0.6303,0.743
2017-12-31,-,0.3348,0.5032,-,216.3792,216.3792,-,56.6449,47.6697,0.021,-,-,-,1.8183,1.8116,1.1495,1.2052,35.1489,0.6002,0.8608
2017-09-30,-,0.3437,0.5238,-,29.1091,29.1091,-,154.4873,145.3401,0.0203,-,-,-,4.9425,4.9216,3.0802,3.2299,34.8805,1.1051,2.8684
2017-06-30,-,0.3829,0.6205,-,35.9277,35.9277,-,39.5155,34.8406,0.0254,-,-,-,1.6195,1.6124,0.9551,0.995,33.6137,0.7082,0.2885
2017-03-31,-,0.383,0.6207,-,25.7307,25.7307,-,36.6029,32.306,0.0211,-,-,-,1.2546,1.2491,0.7402,0.7707,33.3233,0.6414,0.71
2016-12-31,-,0.365,0.5747,-,26.4803,26.4803,-,78.1578,71.0415,0.0205,-,-,-,2.5392,2.5284,1.5428,1.6056,34.9142,0.7701,1.3139
2016-09-30,-,0.3811,0.6157,-,33.0167,33.0167,-,45.8667,39.6351,0.0228,-,-,-,1.6877,1.6805,0.9947,1.0401,34.5882,0.6601,0.4902
2016-06-30,-,0.3786,0.6093,-,23.6398,23.6398,-,49.976,45.7329,0.0196,-,-,-,1.6248,1.6178,0.962,1.0053,34.7282,0.6396,0.8477
2016-03-31,-,0.3892,0.6372,-,21.3093,21.3093,-,39.3109,34.3132,0.0193,-,-,-,1.22,1.2148,0.7101,0.742,34.9257,0.5223,0.7794
2015-12-31,-,0.3869,0.6312,-,16.4103,16.4103,-,20.0213,18.4022,0.0205,-,-,-,0.6911,0.6881,0.4038,0.4219,35.12,0.6688,1.0319
2015-09-30,-,0.3962,0.6563,-,17.8071,17.8071,-,55.3741,44.6037,0.0185,-,-,-,1.6965,1.6892,0.9777,1.0199,34.6918,0.7512,1.2436
2015-06-30,-,0.3977,0.6604,-,17.1135,17.1135,-,28.4306,27.4763,0.0162,-,-,-,0.7675,0.7642,0.4438,0.4602,35.0186,0.5166,0.5062
2015-03-31,-,0.3537,0.5472,-,18.1228,18.1228,-,76.311,74.5832,0.0182,-,-,-,2.2356,2.2245,1.3798,1.4378,30.1368,0.1541,-0.0781
2014-12-31,-,0.3808,0.6149,-,16.6249,16.6249,-,94.7889,90.6278,0.0175,-,-,-,2.8316,2.817,1.6595,1.7443,29.8011,0.8929,1.0076
2014-09-30,-,0.3843,0.6241,-,18.8153,18.8153,-,29.8357,32.8182,0.0172,-,-,-,1.0465,1.0407,0.6112,0.6408,28.2762,0.2814,0.6413
2014-06-30,-,0.374,0.5974,-,20.7077,20.7077,-,31.1922,15.8046,0.0191,-,-,-,1.0736,1.0677,0.6317,0.6684,28.5642,0.4489,1.3146
2014-03-31,-,0.3797,0.6121,-,16.441,16.441,-,4.3441,1.0734,0.0176,-,-,-,0.0834,0.0828,0.0487,0.0514,29.0067,0.1432,-0.4144
2013-12-31,-,0.3886,0.6356,-,16.3653,16.3653,-,7.2545,13.5215,0.0178,-,-,-,0.0674,0.0669,0.0386,0.0409,28.4212,0.322,2.4636
2013-09-30,-,0.39,0.6393,-,18.2909,18.2909,-,-8.6253,-1.7808,0.0171,-,-,-,-0.3436,-0.3412,-0.1963,-0.2081,28.607,0.2475,-0.014
2013-06-30,-,0.3702,0.5877,-,14.2476,14.2476,-,-0.0253,-0.3694,0.0171,-,-,-,-0.1448,-0.1438,-0.0857,-0.0906,28.7256,0.1476,-0.2164
2013-03-31,-,0.4072,0.6869,-,20.2177,20.2177,-,71.0816,55.2983,0.0199,-,-,-,2.2067,2.19,1.2017,1.2982,28.5667,0.2696,6.5127
2012-12-31,-,0.4612,0.8561,-,-35.1762,-35.1762,-,-56.4866,-47.6042,0.0176,-,-,-,-2.0828,-1.9948,-1.006,-1.0748,29.8273,0.1955,1.1434
2012-09-30,-,0.4702,0.8874,-,15.0662,15.0662,-,-5.9018,-9.3152,0.0175,-,-,-,-0.0698,-0.067,-0.0332,-0.0355,30.7542,0.46,0.134
2012-06-30,-,0.4674,0.8775,-,20.2729,20.2729,-,-0.6792,-1.6202,0.0176,-,-,-,-0.0845,-0.081,-0.0404,-0.0431,30.7617,0.1981,0.0888
2012-03-31,-,0.4597,0.8509,-,17.7567,17.7567,-,42.0189,42.2193,0.0166,-,-,-,1.3554,1.3012,0.6558,0.703,31.6625,0.15,1.1814
2011-12-31,-,0.4405,0.7874,-,8.3662,8.3662,-,-28.0074,-11.3123,0.0145,-,-,-,-0.7523,-0.722,-0.3764,-0.4039,31.4659,0.33,1.4478
2011-09-30,-,0.4541,0.8319,-,16.9117,16.9117,-,8.466,11.8166,0.0164,-,-,-,0.3035,0.2914,0.1489,0.1591,31.8644,0.2787,-0.1638
2011-06-30,-,0.4457,0.8042,-,-14.6358,-14.6358,-,-48.2241,-47.2002,0.011,-,-,-,-1.1125,-1.0696,-0.5532,-0.5928,32.8419,-0.0618,-0.1553
2011-03-31,-,0.4808,0.9259,-,12.5233,12.5233,-,-19.8284,-20.2796,0.031,-,-,-,-1.4942,-1.404,-0.7,-0.729,21.8229,0.0101,0.7042
2010-12-31,-,0.4638,0.8651,-,-296.1528,-296.1528,-,-639.9297,-525.9172,0.016,-,-,-,-21.2996,-20.3084,-10.2482,-10.8885,29.5516,0.0422,4.265
2010-09-30,-,0.4533,0.8291,-,15.632,15.632,-,-12.0819,-6.584,0.0321,-,-,-,-1.0092,-0.9483,-0.4924,-0.5184,21.9897,0.5721,1.356
2010-06-30,-,0.446,0.8052,-,15.6599,15.6599,-,-35.5653,-10.5637,0.031,-,-,-,-1.0781,-1.0134,-0.5339,-0.5614,22.1019,0.0113,0.3702
2010-03-31,-,0.5048,1.0193,-,14.3825,14.3825,-,-0.9475,-2.886,0.0223,-,-,-,-0.0482,-0.0449,-0.0211,-0.0222,21.6819,0.4713,0.1124
2009-12-31,-,0.4939,0.9761,-,4.4951,4.4951,-,-42.1125,7.1234,0.0821,-,-,-,-7.9039,-7.3674,-3.5441,-3.7283,22.0512,-0.9345,2.5053
